income,credit_limit,txn_frequency,spend
40470.24811000803,17282.213433179142,23,38096.60840576043
24269.067075843992,20066.76499391126,16,53986.019054184784
47022.20345586082,27009.549417158658,18,70213.68204700261
36518.73442330186,18402.872494010488,24,44513.595020231995
42074.42095957509,18466.32253422501,25,59971.8656592522
30743.683428900848,22435.89627994658,24,45859.31965527972
62096.814780204964,21029.203458946697,19,47758.77055197296
40844.886536468184,16667.747886196154,24,46461.072862846566
57667.7023934642,20241.828776810893,15,54695.10268068078
55798.97048404916,20275.180389344725,16,49614.09784410327
41273.454498680716,26323.9874268476,25,65139.26899711808
47222.419326077375,15267.786827285265,18,37555.73081640499
76396.33397796872,20411.35993243581,24,66297.8928621863
34562.159186688164,22781.80700283533,26,51581.648096199584
37398.836698650135,25367.70753244313,15,54132.11385078217
18499.6033465271,17007.007551425788,26,35347.481821403504
47795.06312439811,29308.317655342333,17,65689.17940117019
18548.32298950714,11616.111571423286,22,23939.815806492275
42682.40766094162,12594.252404375075,16,30954.82366273004
22873.365862647384,21080.042709802667,14,41187.15327465104
60893.49447370293,11813.015284516532,23,40703.86476606469
47475.56725482822,16850.375197514568,18,40462.55592947134
21.27864088257047,22490.89660736105,20,37460.94431646113
35483.32950286721,27157.91027918627,26,50265.71489279698
42848.56546830977,21399.018152284407,22,51665.321461659696
57902.62823205632,21893.519618015092,23,43265.73658502965
63032.276148960795,23364.713281231,25,60962.618112623815
55920.28560992262,12039.788291683028,29,39039.42448626693
54541.230946525706,23067.66800068983,24,55943.290049158364
56210.31993449714,20018.213573165987,19,49468.59831707642
59724.32784499733,16010.29394864506,15,39123.64605050313
50171.301901445186,15193.319310204584,23,39337.53997367273
46753.86655903394,19590.355538807118,18,44061.68250946346
52765.11643650055,24082.23710298924,16,52483.26387372122
67478.73400405241,25434.017190055187,14,65642.8558891093
14730.16350304921,19369.16264604216,21,38839.1863978638
15586.983773442793,25232.053547965515,19,40621.45781416274
58402.77386615091,14580.562200160184,7,39052.177340423994
36531.877178331226,17775.476670722215,23,45865.808769249285
51046.9937688777,28555.019108993736,16,57045.47073800073
49528.160688031356,25980.557118579934,16,68056.97647312575
82440.68812506809,15974.109414971252,21,55283.134607851935
60131.45876344325,23712.686315613715,24,61319.17356550545
65069.95716492183,17162.072024561876,16,48953.53904665934
45341.991826390964,18518.52983847815,16,46040.424156796485
37918.0387930086,19742.88190353516,19,41122.70773321784
37303.698199874656,13332.966151284407,19,34189.08245153871
68388.75251708641,21511.321959951532,25,56774.47323271855
57867.220161788486,26870.40404589322,18,66508.59040431253
51141.03599611464,19254.998430198186,21,56098.35904710889
75673.72764727849,17252.03724910735,23,60932.86068191074
47912.08431351061,17081.637493149134,11,41796.763251436445
38439.83001944699,9110.575440716646,23,28013.304943903564
44866.028589987225,7880.173598517906,27,31457.75768969144
66124.59112549043,29313.412756354483,19,61824.83757924561
29433.034447140442,17781.45675480374,10,45417.17132056579
49284.799432960615,15404.726145690413,21,52272.90166457754
74145.00933449891,15569.180088629651,24,37888.1265731139
56092.90531649387,19695.96328768241,22,47672.44113447133
47044.406503829014,18772.084931031146,20,36441.0145518263
78889.70622774269,21941.376965196152,23,57803.288857256186
55234.95590435821,13552.077028561987,22,41766.60615916605
25832.312547780126,22195.07318236773,15,34645.66849195908
47417.32815618482,22889.13602335346,26,58277.36112731645
68234.81407818318,18553.5831988092,25,45433.53256735826
52518.10324113645,24089.979663743725,29,68110.71093157292
73290.06407852127,26568.136285266053,28,66092.04712066003
33894.2725658313,18591.723101224685,14,45677.929334071705
48707.26522898307,19709.9991171583,28,46060.11889669461
55342.72656834181,21656.482354689284,20,54127.74784267594
31328.58073964111,23211.131214344765,23,57012.97177212557
49911.09872969566,23829.777442621184,21,51405.28995930691
56371.7356217645,23390.546778242355,23,56876.50579901222
31034.77701495545,23665.084677043622,17,50581.294132262716
27780.060453362068,20885.087615506593,17,37490.52015450859
67816.63520970926,23957.26170221948,23,52230.2529921454
51738.689590190894,23774.45763957415,25,55289.15132193701
14835.058270165624,19338.316255951882,27,38854.95834346295
39809.0638188737,26567.400498566618,24,61040.112640124666
51188.54722877128,12812.112682417412,18,44581.082138228885
15879.943562289096,20726.910884502446,23,33413.92530152825
36174.12554605161,22042.70651878312,9,41416.47771424979
45197.94425669257,19898.04867880339,15,43554.87177478961
45200.85205809309,29054.848920126606,21,52595.414495283614
34178.73188677141,19523.39569988377,22,49121.61878781398
47885.571786114866,26965.407070419667,16,63974.8359980844
43917.13936091934,17386.016979128384,22,52455.586744057
47088.64747747825,19061.52895849609,13,38800.01935460339
54638.469212653516,21282.6460868585,14,46827.83504115595
22093.258261833274,19334.699213551856,18,38618.87544026368
60708.94641099726,14113.508928256428,21,50833.10581208672
57904.19877206291,21841.8346459895,30,51738.98956930343
57260.17452978005,20406.711970478435,19,52456.56878567423
47317.000603890796,17093.631502336393,15,41796.13887825676
47002.04326299064,9008.845763030762,19,29038.807938308662
48146.03757852688,12320.954040371587,20,38111.51787103741
51112.57329236848,12553.690623131522,22,37080.00592885153
61877.61157672816,19688.03808295885,26,51457.582274706416
61334.621761273724,25547.562155669973,16,62419.175026539975
45768.6173078573,16281.833775753748,18,42990.91386862729
58834.061807031365,23003.37421294421,19,59210.78409934308
57327.42118201253,14848.726170112981,17,40899.72832913413
60390.699888336014,18793.534928881825,22,49945.62476214917
44222.80527202734,18555.973848009413,25,41398.050147456925
69261.91620121115,20279.284352710372,22,57274.95460874293
62120.64212847757,18979.090194980792,14,51433.28178022716
33661.30680787988,20252.551166768546,20,42377.770236047334
37980.53729636746,24048.419010783917,20,55040.390730085855
72797.45192089432,22583.433550909656,21,54301.13257307231
22169.239376913392,21094.52857103339,12,43801.28127403463
49613.732175706245,20923.372843297268,16,55486.97526278689
81499.40277854522,16078.761219345706,27,53867.50180202713
66117.20198331654,17670.53350912961,22,46145.88597162806
65384.77779965905,20376.87218235588,21,53320.862375477605
32119.012595876087,20907.053869284184,22,44350.660069483565
61930.24830497251,14043.00158618124,19,41799.803195464556
73005.94396670234,9214.437176427065,20,35801.21601639601
45353.63279704435,19839.43874498308,17,49518.408797950535
50045.96339410788,15084.523930062369,23,40838.138489823985
65187.11616890829,26953.492218832063,22,66341.61095028475
46763.65451898707,23366.364587802796,17,57170.788678311816
27273.015794039315,22926.9117440928,22,45286.00811189417
9100.58688927783,13314.28421119996,17,31065.362877258725
54733.459510919485,24373.416152728183,28,49786.43553095982
42441.72681214786,16862.36401355961,20,40800.86882572057
8736.91718973036,23825.874126767398,19,32053.171796266808
38025.96426330352,24319.924054505667,23,42293.71169864346
44165.30557303673,12178.85040798011,18,22744.29094948603
42731.20301146531,15022.651866809589,19,46107.589542370566
66950.15020329437,27310.608826231546,16,60091.25937737875
59873.33978818258,12577.64299617659,24,37198.970113293646
47822.65104242125,22691.592195468576,17,49871.405399348165
30888.808148036518,14687.677178554924,15,26504.27305506759
60592.414479682615,25833.84123099103,17,63747.51757330701
72044.60839629368,18889.06730089626,13,55102.60414840293
75975.80659765107,19642.10978866194,14,54990.31465940196
45902.898437024036,25721.973008111665,25,56209.238364829565
58881.051857287144,28406.844551383925,15,60409.96923996953
40317.9382898092,19433.069686249593,12,44211.62416066282
37625.439388418214,22633.411815789266,25,48250.09457013364
60843.412386487464,19856.707746168955,23,44361.55705983404
31229.941518519674,28892.787851500056,20,59706.30808917398
42730.56519284739,27367.521282430665,19,58015.742999147915
67220.9193621304,20558.764848517905,19,44194.25457412444
42485.82574754549,23206.786880598465,20,46525.655890748356
34503.76217932173,25400.686530595693,19,46540.59399065609
79904.40358923453,16698.43791030924,25,46453.19389782054
58464.55035245588,19194.15380318768,19,52287.76003613726
25411.664574228205,25058.316469472367,23,52368.88318073256
55033.36953280127,13365.864916225288,26,40340.697773444
48189.8875669099,23231.723048869117,17,52893.30242781732
62167.43340580792,22760.05671963754,23,66261.42729289178
57537.66567887121,16461.215509586542,23,43994.070838682186
49338.296110609095,25504.364813959488,24,66756.44077993391
53967.378505816014,22071.07799124603,28,52242.59964383328
54771.79305727926,16746.071004574824,25,43512.369497138025
56008.164835229465,12971.554470464336,20,40394.51592905943
44361.08771382707,17699.349568716993,18,49170.064333920236
28394.076027603405,15367.08239131328,23,38427.42657415479
46677.297184742005,17500.275396955254,21,42564.54333353882
43152.324162368976,17871.544476717085,17,42141.903250329415
49095.69586585702,25964.10906706158,19,55490.12461639611
66548.03899800508,13419.146615158697,23,50599.62389081496
71829.23414336545,14668.61756396435,27,46438.95176912301
60780.08910815129,17866.014990729767,20,52074.44702860633
62185.72183473999,32927.96195406047,14,76459.49235073105
48617.57145885746,12153.419762462025,22,38330.42208251164
44208.2466479975,9827.867866275305,18,37630.26552133835
61038.53707832571,26391.325040383213,20,67990.59916836565
64591.37438227693,17447.97340972255,28,44959.44903555639
64391.250785731914,15924.06377533197,18,51195.92108486744
47870.96726129506,21877.454797836308,27,61605.191324599604
51250.300270712425,23471.039917033042,21,59958.64713688639
79068.7740043757,24145.251211082843,31,75511.99208508733
13603.657964661128,22824.702018137632,18,41459.10176211713
64708.74754059288,16506.78972530618,20,47862.06648821966
44893.26855567849,23296.575581553294,20,44096.33163832853
44896.89150954695,22012.775935547605,29,51270.64214148612
45717.733870775504,26701.894905076057,21,57693.849963604705
22228.584392222347,27340.674086133055,17,58861.6036172051
46852.104489707664,15475.476847285794,19,42566.57033870178
69190.39032145657,28471.54064852701,19,71666.04610802495
45592.70545734875,17718.560179662734,17,36882.61226083682
47657.9292905914,12856.429199078257,22,40349.520801239574
36647.057218347814,28319.544310665642,23,60352.45635791682
50326.539890138665,24089.169600949477,24,57227.44039994084
11614.854206651144,10079.91174243321,16,26166.899615063077
38102.02052286365,17471.864243273933,28,40869.27709951258
55804.641568259365,16424.07034797485,21,48271.82261405547
30099.52412388834,17143.002150858567,22,38613.005297270814
31431.425101234156,29311.070387454878,12,62697.8217160862
42997.48653764113,18933.958093559715,17,42128.4928480324
57464.30638903635,17611.001162616667,31,52879.9595893468
65168.84359219489,25094.16907929018,19,65424.81710501284
50017.98435726354,17604.906018288842,21,40268.96247876737
45294.84684698377,31943.707898191446,21,63878.0810442873
56079.31266923833,21009.20725935869,26,50602.57697162135
46650.79021758,24871.058457785988,19,61757.7448385849
61022.699868779295,29735.844320210213,18,60340.35951345141
72277.62180299885,15950.218963238041,22,47532.56284384852
47634.17782127026,23891.981828270054,22,51859.44306240241
32909.66149230448,17276.352380131524,28,34991.89508210212
49126.8723552173,21032.22606107054,18,52730.43409043542
80218.4612001729,10554.18920046763,27,39191.29493412105
54752.48810619745,17336.03241738353,18,48240.48155619481
35268.913221883806,26825.97270079037,30,61170.68693184406
50538.450572071335,24104.489964166205,12,48555.994002076186
48906.88550184334,18497.386320943282,13,39111.1935655446
37533.98667702818,20554.244766923766,29,55390.64816226535
68920.08030379434,23757.491407873382,15,66677.94781521357
59267.71578120893,23888.337198099238,27,55316.71597758605
67393.76171089895,22108.18754644207,22,52948.91465064316
3617.9129401788305,25059.02953265873,18,39149.96642510692
54200.58028027482,19138.920848809936,21,50983.63137545212
51173.38738536572,12684.266790650929,29,36278.395212379655
35254.95415411802,15171.245954863312,20,33594.43108767616
56566.66463376529,17768.429561753917,21,51250.935115316286
35526.69622938447,10285.563273967484,13,23876.02339870066
25904.113233075197,14399.778496857754,12,33562.37917007688
60895.24356642856,15138.156384334856,16,42648.21248859048
47675.33766318865,13475.743907358217,18,42261.13712926477
25430.120008760416,11723.363535496654,23,43503.4021733878
71549.54482683382,28639.055648716476,17,60970.73852691389
50903.27625471412,24631.198431173238,19,53126.1422212718
37938.90545708241,18655.196439342875,18,40928.25397998728
25517.233228304554,20849.129140728983,25,41648.781275967856
33439.126068686564,17910.116458489127,19,41535.65173140004
25490.292925302376,17840.43391958908,16,40640.06622201296
75693.92189943978,24572.131877801967,24,62085.05316057304
79997.34276880694,21098.568554075428,16,58777.22238256255
68394.84061694157,14872.67041153189,17,44459.12187344114
25100.516665733354,25712.15293491878,14,42617.46104812294
58113.24639607222,22139.099903918126,16,48303.96452084241
85002.78792831034,24449.195248336287,18,68013.25196298063
37959.9035854522,20957.88740505595,19,55891.28672141696
48641.03436101134,20394.68032918072,26,49822.81498417413
76931.77419833894,19333.729363042123,25,54844.68682413966
55225.30224419275,22624.6111850443,22,51769.08325507501
60020.699592421486,14080.766338264748,26,53960.22424127944
39732.685009895446,22698.30151177587,25,50602.44475689974
28057.70226534097,12085.262243670082,21,23630.152778616015
57225.258991846014,16923.07435716806,15,47073.496717070484
42574.068987539824,27229.06167073205,22,58440.07981138824
40169.22676277986,14533.682056533391,20,44420.38469761205
38057.058813848016,17154.796501035264,7,37246.867848515205
62402.39399476286,17421.06296251679,14,45802.69190304636
57180.850138316135,15989.520024965259,16,38478.15130245205
78716.7587523498,18795.82832459247,13,50585.039968036624
67353.92242357966,20733.7560213665,9,46958.08566604492
52305.60341396949,27039.837707315797,17,59013.25777951147
51565.96201588186,25153.22260502483,27,62393.47769940602
65898.81122492967,22936.611070717478,12,51410.46250707742
52247.557553661034,19330.72225275675,24,57692.73652109144
68653.35311458645,16470.57598216201,24,58181.99812311288
52706.10564858337,22847.65162090466,18,60122.39238374255
60042.32117191945,22059.55063463047,17,51847.77195270194
72595.22298409269,22470.358164839567,15,52676.828503097284
26639.435860980346,18067.89249955742,13,37688.34173265571
71140.00389567058,20719.977344721272,19,62720.364625857525
72113.05255380075,21123.72940829037,21,65864.22071239719
46599.371007839545,17039.032571379095,17,49484.38941342665
51833.7180866261,25578.521372830226,17,66959.03197569985
45477.428740533614,12047.225821631306,23,41916.66845097485
41724.63741880638,16678.28405160978,21,37999.35376706114
69208.96335589165,15605.506004882838,14,54346.764608706086
29082.46669756519,18086.308229007736,25,34943.68046454041
52393.43491213425,17195.6835107523,19,51791.07642383089
30858.885790788972,17107.79724850007,14,35407.630726720316
42410.54360465836,24043.28579243264,16,53603.34921635206
33474.90946855467,21152.020842975944,23,41383.4869794213
51662.76779077014,15837.725472585986,20,44952.34861412052
58241.206141802904,22618.463483774376,16,59376.797967301725
67994.20699737329,22186.17618235702,26,60655.81543754204
50067.05448429522,10535.927704386691,22,38455.47503563853
79670.01975294498,17639.797491567562,20,57172.392771593804
43649.0347533442,23056.49483737586,22,51709.422125552075
61836.14878067276,21877.20245131808,18,56331.74249975727
70988.87862983353,22989.48537181963,25,54931.633955199126
45134.08430612178,15886.156060164209,20,45460.56124942063
58993.29685474376,21952.87597268382,14,54643.14835790626
12748.920769863536,11155.35099500511,20,22699.313554928252
67268.3841746959,18986.25112238639,19,47188.06388499578
37901.16758656378,28659.46765990426,27,58774.19401303449
73546.97527708799,24396.7368109852,17,54564.20293395076
49641.457781318844,20933.538860858513,19,49339.090982738126
64718.8065357529,17185.970603325524,23,55040.36006748541
41246.2064437994,26240.917166955824,18,57166.774555583135
97710.05193509204,19965.27103419013,19,57571.871573205324
53001.82939238496,18005.828868206863,16,48121.063081166285
85392.24073901883,26719.89033041351,25,70679.20127415552
50217.29163813508,20323.057017272484,15,47717.15770646768
45147.04109544586,21770.15622165284,21,46768.130011159
60363.76013460737,12847.030642571335,17,38961.84612282309
68506.39941399268,17516.0345339477,31,51690.6711993207
63985.12915933331,23645.303856988823,18,57018.009919702425
58588.62730888073,19710.82215593567,13,50381.29431240127
50906.36091988063,19419.471090787152,27,59030.857096072716
63080.89523296861,14590.539407535052,20,51034.885680379346
56440.588468540074,24410.86231610572,19,58100.019920317485
48063.78873954811,18161.080667091752,32,52322.53105527296
47816.550099530585,21174.453379596758,18,46836.85614763895
71827.79433408685,26849.13182949175,39,63698.346050197615
30440.02659222756,28625.9432936532,15,64456.42584259606
63353.63760062256,16022.279797858933,21,46745.20613181373
61740.48576442782,18492.681163256246,26,54734.82616948667
83682.4716437516,22921.52187513489,21,63434.90782463336
2451.592430421071,16629.309529087575,21,34790.45709674293
26985.977205347426,24979.43810292598,15,60032.62092596838
36775.43031768719,23297.762728829915,26,47792.946836918156
40566.765774796964,23081.19515715978,17,53365.733738615876
64288.12265601142,18934.197647268422,20,49827.17146683742
30124.716530814898,20404.975530723346,24,44475.12876608218
45729.56859965691,22560.718167637322,21,45915.210356349286
39719.65823849846,20991.45708485401,25,47418.934338507155
45695.74332882203,12490.14892557715,29,35736.658722327535
70998.16061168247,26789.696567293933,20,71602.91538300266
58633.83873556426,20741.248454786615,22,50580.9236990961
