transaction_amount,transaction_hour,transaction_type,device_type,location,failed_login_attempts,transactions_last_24h,account_age_days,is_fraud
4881.50595856187,15,Wallet,Desktop,Hyderabad,0,22,2562,0
2009.0940062565048,21,UPI,Android,Delhi,6,41,2393,1
328.3403290239145,1,Card,Desktop,Mumbai,9,39,1903,1
1862.4417520517686,18,NetBanking,Desktop,Delhi,1,32,3159,0
1966.5710659206568,16,NetBanking,Desktop,Delhi,2,30,405,0
6539.3789197887045,4,NetBanking,iPhone,Delhi,3,7,245,0
5074.4467946301,17,NetBanking,Android,Chennai,2,25,1625,0
10911.259562007574,22,UPI,Android,Delhi,2,2,859,0
3195.330666881549,20,UPI,iPhone,Mumbai,8,8,2100,0
636.8619680775095,17,NetBanking,Desktop,Delhi,3,33,1998,0
6245.631721582997,7,UPI,iPhone,Bangalore,7,28,209,0
7151.96376538432,14,Wallet,iPhone,Hyderabad,0,10,1910,0
4119.437474429144,12,UPI,Android,Chennai,5,38,2191,0
7369.449833606823,12,Wallet,Android,Bangalore,0,18,1823,0
3404.0736575513897,15,Wallet,iPhone,Bangalore,4,13,3646,0
3698.394193886335,21,UPI,iPhone,Mumbai,6,21,546,0
2789.070969542137,19,NetBanking,Android,Mumbai,0,33,804,0
128.73886995056864,12,Wallet,Android,Chennai,8,23,2681,0
570.8371759593292,19,UPI,Desktop,Chennai,8,1,1128,0
159.6684064652691,1,Card,iPhone,Hyderabad,5,44,1068,0
5058.647754637747,2,NetBanking,Desktop,Delhi,1,40,2381,0
1886.9835439754993,14,Card,Desktop,Chennai,1,21,247,0
3552.1858856709505,22,Wallet,Desktop,Chennai,8,5,2578,0
11906.327649229877,18,Card,Android,Delhi,3,35,465,0
1433.6941149164916,12,UPI,Desktop,Hyderabad,5,18,2349,0
2641.409874413363,4,NetBanking,Android,Mumbai,9,38,620,1
7043.745737692917,21,Wallet,Android,Hyderabad,1,36,1959,0
1299.02578458697,5,UPI,Android,Delhi,3,47,3036,0
400.52139275088183,13,NetBanking,iPhone,Mumbai,1,29,2586,0
1710.7015194352853,3,Wallet,Desktop,Mumbai,2,26,2416,0
879.0417925003143,21,Wallet,Android,Mumbai,1,36,1230,0
13274.750429403124,18,Wallet,iPhone,Hyderabad,7,38,357,1
8254.435402422847,22,Wallet,iPhone,Delhi,4,18,2379,0
5017.470952602655,6,Card,iPhone,Hyderabad,4,29,3352,0
10257.598652604065,3,Card,Android,Hyderabad,7,31,885,1
8139.844703702782,1,Card,Android,Bangalore,7,42,2490,1
1032.4773817931953,6,Wallet,Android,Chennai,6,13,501,0
11154.067026177805,2,Card,iPhone,Hyderabad,4,30,1759,0
3875.49950983086,14,NetBanking,Android,Bangalore,6,7,744,0
8236.741456517831,0,Wallet,Desktop,Delhi,0,40,2921,0
11321.213246431156,1,NetBanking,Android,Bangalore,2,6,1458,0
1913.6535820915924,9,NetBanking,Android,Hyderabad,2,2,2248,0
582.9608006192542,15,Card,Desktop,Delhi,1,8,551,0
1293.4337306969069,14,Wallet,Android,Bangalore,5,10,200,0
2785.288463743072,23,Card,Android,Hyderabad,2,49,1391,0
8519.148633194725,14,Card,Android,Delhi,3,44,339,0
9856.724859399166,13,Card,Android,Delhi,2,43,1444,0
34.88204590825323,21,Wallet,iPhone,Chennai,6,49,679,1
3574.380796692779,13,Wallet,Android,Hyderabad,3,48,2784,0
2701.3666045933564,5,Card,Desktop,Chennai,4,22,277,0
1255.8366913791224,13,NetBanking,Desktop,Delhi,6,10,1815,0
638.401957728234,16,NetBanking,iPhone,Delhi,3,35,54,0
2059.5428993121623,17,Wallet,Android,Bangalore,5,19,164,0
14315.60561345575,19,UPI,Desktop,Chennai,8,4,2703,0
1951.919014407372,18,Card,iPhone,Mumbai,5,19,1410,0
3657.2640288007597,16,Card,Android,Hyderabad,4,41,2124,0
6070.434884404274,15,UPI,iPhone,Chennai,0,20,2790,0
2259.8724948348117,7,Wallet,Android,Delhi,7,49,1006,1
17838.990691458497,6,NetBanking,iPhone,Bangalore,4,4,422,0
16410.04932270699,19,Wallet,iPhone,Hyderabad,4,49,577,0
1450.3064749610264,11,NetBanking,Desktop,Hyderabad,2,26,1254,0
3438.296392319236,8,NetBanking,Desktop,Bangalore,9,3,1330,0
1789.6523003952339,13,Wallet,iPhone,Delhi,1,30,986,0
1676.2483819054087,19,Card,Android,Mumbai,0,36,3189,0
187.92238882761265,0,Card,Android,Bangalore,8,41,1264,1
4702.460354912966,9,Card,Android,Mumbai,4,6,2554,0
3492.598164148192,16,NetBanking,Android,Chennai,9,39,2817,1
264.2554369019624,16,Card,Android,Hyderabad,3,27,1557,0
1633.1296050518467,16,NetBanking,Desktop,Delhi,6,16,1081,0
11944.304755446701,3,Card,iPhone,Mumbai,3,47,659,0
1369.3027607103852,16,Wallet,Desktop,Delhi,1,16,1053,0
782.6543049273488,17,UPI,Android,Chennai,8,46,2482,1
3361.3605473681814,19,NetBanking,iPhone,Mumbai,7,36,2266,1
21220.1849130763,22,Wallet,Android,Delhi,3,34,546,1
1385.724067798631,1,NetBanking,Android,Delhi,7,39,2035,1
5575.7750514864665,7,NetBanking,iPhone,Chennai,8,24,849,0
7169.438131197315,12,Wallet,Android,Bangalore,1,39,466,0
1356.665861679029,22,Card,Desktop,Chennai,3,6,566,0
6513.744642461581,21,NetBanking,Desktop,Mumbai,5,20,3616,0
2292.61399632152,19,UPI,Desktop,Mumbai,6,9,504,0
5002.518738658857,21,UPI,Android,Hyderabad,4,49,2436,0
5019.1891356881915,14,Wallet,Desktop,Delhi,9,21,1566,0
3836.926249761744,19,UPI,Android,Mumbai,9,11,1375,0
473.1457940581048,22,Wallet,Android,Bangalore,6,48,1349,1
9018.223971231484,8,Wallet,Desktop,Bangalore,3,30,2016,0
1934.0514683369831,2,NetBanking,Desktop,Chennai,7,1,541,0
1032.1605330377827,2,Wallet,Android,Mumbai,2,27,1420,0
208.14879897172602,1,Wallet,Android,Mumbai,2,48,1807,0
4468.892022972917,0,Card,Android,Hyderabad,4,49,2127,0
5659.258671336745,13,NetBanking,Android,Hyderabad,5,6,2531,0
83.63473779235309,16,UPI,Desktop,Hyderabad,2,43,2357,0
3588.1529227474416,12,Card,Android,Mumbai,9,7,419,0
1284.1207352747883,18,Card,Android,Chennai,1,48,2283,0
5180.62170773846,22,NetBanking,Android,Chennai,4,22,1460,0
958.0211126956688,14,NetBanking,Android,Chennai,9,34,437,1
5871.062637838596,13,Card,Android,Chennai,5,20,1934,0
2444.793504905509,1,NetBanking,iPhone,Bangalore,2,45,2194,0
13801.719089021535,6,NetBanking,iPhone,Mumbai,6,45,2214,1
739.7220671963947,16,Wallet,iPhone,Delhi,2,15,598,0
2085.662169975859,17,NetBanking,Desktop,Mumbai,1,47,1190,0
602.2214251849821,5,Wallet,Android,Chennai,9,9,3639,0
12930.951985753618,20,Card,Desktop,Bangalore,3,18,1419,0
10491.66853580497,7,Card,Android,Bangalore,2,46,1277,0
1491.6368503074445,1,UPI,iPhone,Mumbai,6,46,3637,1
5393.813695219573,0,NetBanking,Android,Delhi,7,36,1433,1
8497.420363196106,15,Card,Desktop,Chennai,2,46,446,0
4050.66180343254,6,Wallet,Desktop,Bangalore,5,42,654,0
3771.39705096973,21,Card,Android,Chennai,0,30,47,0
1384.3852271895157,23,NetBanking,Desktop,Chennai,4,11,1119,0
488.6307023747036,10,UPI,iPhone,Chennai,1,33,2999,0
11375.616125972614,14,UPI,Android,Hyderabad,0,46,1513,0
11533.872138242134,12,Card,iPhone,Chennai,6,40,2700,1
5013.349597414423,23,UPI,iPhone,Chennai,9,6,1287,0
2070.2325490566195,1,NetBanking,Desktop,Delhi,3,43,3505,0
2147.8380790582196,13,NetBanking,Android,Delhi,4,46,2702,0
6472.327148635591,23,UPI,iPhone,Hyderabad,1,39,1949,0
11370.486745536262,5,Wallet,iPhone,Hyderabad,7,22,943,0
10905.662846983067,8,UPI,Android,Chennai,9,39,2702,1
7567.810959654516,6,UPI,Desktop,Bangalore,2,19,983,0
5136.553467838525,17,Card,iPhone,Bangalore,6,22,1715,0
439.45863098042025,23,Wallet,Android,Mumbai,0,31,2291,0
881.4710734170575,8,UPI,Android,Bangalore,9,42,855,1
11441.152500887529,22,Card,iPhone,Bangalore,0,25,904,0
4662.469734827948,3,Card,iPhone,Delhi,6,41,1357,1
46.19802805497205,8,Card,iPhone,Mumbai,0,49,2660,0
534.9845071797466,3,NetBanking,Desktop,Mumbai,8,30,1132,0
5445.811936451205,11,Card,Desktop,Delhi,8,45,2369,1
25.372185258985013,3,Card,Android,Bangalore,7,4,2853,0
876.5790805209953,23,NetBanking,Android,Bangalore,7,26,474,0
3978.4892306946585,19,NetBanking,iPhone,Mumbai,3,7,2756,0
5886.576433274064,13,Card,Android,Bangalore,3,40,2320,0
5277.207410676244,23,UPI,Desktop,Mumbai,4,48,3545,0
1269.7493365401224,23,Wallet,Android,Bangalore,8,12,467,0
6227.086444492695,6,NetBanking,Android,Chennai,2,1,3476,0
1354.1187952640296,12,Wallet,iPhone,Delhi,3,6,755,0
1968.1745445904223,21,NetBanking,iPhone,Hyderabad,9,1,2272,0
6861.787758328954,7,Card,Desktop,Chennai,4,8,1136,0
5243.86907151384,22,NetBanking,Android,Bangalore,6,44,1479,1
9459.780387317005,4,Card,Android,Hyderabad,4,48,288,0
5359.066440848812,11,Wallet,Android,Chennai,8,33,1477,1
4200.221527936287,12,UPI,iPhone,Delhi,5,4,341,0
491.7853072420524,19,Card,Desktop,Hyderabad,2,40,2206,0
2292.0815360351003,13,Wallet,Android,Hyderabad,5,6,660,0
1540.8007392941558,17,Wallet,Android,Delhi,5,45,186,0
1398.5010183121062,23,NetBanking,Android,Chennai,9,3,2077,0
18061.54703081463,19,Card,Android,Hyderabad,0,15,1432,0
2496.9374852001188,3,Wallet,Desktop,Delhi,6,6,897,0
11130.276056242614,20,UPI,Desktop,Chennai,2,6,747,0
4986.6719286824155,17,NetBanking,Desktop,Bangalore,0,37,1051,0
7919.126263441999,6,NetBanking,iPhone,Mumbai,0,27,985,0
3492.1766219438523,14,Wallet,Android,Bangalore,4,42,533,0
4300.779513207925,20,Card,Android,Bangalore,9,41,2961,1
3391.467166708467,5,NetBanking,Android,Mumbai,9,46,3164,1
1086.0744766261926,15,Card,Android,Bangalore,1,5,2976,0
6408.809015329019,19,Wallet,Desktop,Bangalore,1,39,2220,0
1647.8868418313148,23,Wallet,iPhone,Delhi,3,17,114,0
123.08240540344308,7,Card,iPhone,Delhi,9,23,1122,0
5184.843931476369,20,UPI,Android,Chennai,6,17,3327,0
974.6678511241134,15,NetBanking,Desktop,Hyderabad,7,41,3094,1
14105.415736366516,21,Wallet,iPhone,Chennai,9,23,2602,0
15387.812063940117,15,UPI,iPhone,Delhi,6,39,1145,1
12317.549423169206,2,UPI,Android,Delhi,8,33,211,1
2311.4369824868336,16,Card,iPhone,Mumbai,6,2,2864,0
77.88657685972191,8,Card,Android,Mumbai,3,10,2434,0
13177.617286659448,2,Card,Desktop,Delhi,8,19,901,0
2794.6913852653065,19,UPI,Android,Bangalore,8,40,3356,1
17004.21008061028,6,NetBanking,iPhone,Chennai,2,9,1924,0
16568.67738065103,17,Card,Android,Delhi,9,15,3125,0
9586.935085897096,11,NetBanking,Android,Delhi,7,43,1892,1
1743.8803408608014,18,Card,Android,Mumbai,0,24,641,0
2431.459660493468,15,UPI,Android,Chennai,1,12,1615,0
9523.633262390398,21,NetBanking,Android,Chennai,7,22,1485,0
1905.7311571535854,23,NetBanking,Android,Hyderabad,7,18,1759,0
928.5930814787739,16,UPI,iPhone,Delhi,5,2,1926,0
4068.6849603011387,19,NetBanking,Android,Hyderabad,7,15,1880,0
13756.467354035209,14,UPI,iPhone,Mumbai,7,42,2999,1
5954.127988789686,0,UPI,Android,Hyderabad,1,39,1332,0
4220.561682178278,1,Wallet,Desktop,Bangalore,2,9,1357,0
511.14098674661443,7,Card,Android,Delhi,6,22,2261,0
4772.653577588589,21,Wallet,iPhone,Delhi,2,17,3608,0
23052.848739231587,1,UPI,iPhone,Chennai,1,14,2238,0
754.6029332113208,18,UPI,Desktop,Hyderabad,5,31,3062,0
3652.4766249075187,8,NetBanking,Android,Chennai,1,41,184,0
10493.043189503973,8,UPI,Desktop,Hyderabad,1,7,3286,0
6750.17124176835,12,UPI,Android,Hyderabad,1,47,2141,0
5970.372126508365,5,UPI,Android,Mumbai,3,35,3480,0
6061.437781122449,14,Card,iPhone,Hyderabad,6,34,1644,1
2227.4617115747456,18,Wallet,Desktop,Chennai,5,3,2764,0
1737.810421335476,20,Wallet,Desktop,Hyderabad,4,2,1300,0
8286.872536298562,14,Card,iPhone,Hyderabad,3,45,1002,0
8306.640995435144,17,Card,iPhone,Delhi,1,27,1058,0
10089.750236839574,6,Card,Desktop,Delhi,7,45,1807,1
12223.079809183182,10,Wallet,iPhone,Delhi,1,2,2867,0
3580.4661846645186,7,Wallet,Android,Bangalore,7,41,2293,1
3480.921887755996,5,UPI,Desktop,Delhi,9,5,1796,0
8004.749661542437,7,Wallet,Desktop,Bangalore,3,21,1333,0
5248.595374439001,1,NetBanking,iPhone,Bangalore,4,7,1678,0
6052.753242557585,18,Wallet,Android,Chennai,0,25,2753,0
7943.097374771024,15,Card,Desktop,Delhi,1,45,3489,0
11036.617381733835,6,Wallet,Desktop,Hyderabad,7,1,1404,0
2062.412035688271,9,UPI,Android,Mumbai,0,9,2098,0
2354.683943637782,11,Wallet,iPhone,Hyderabad,2,2,239,0
493.4801959368028,16,Card,iPhone,Delhi,1,3,3307,0
4317.070133047173,6,NetBanking,iPhone,Hyderabad,9,44,319,1
183.02052105428498,21,Card,iPhone,Delhi,4,37,562,0
3133.034740910548,7,NetBanking,Android,Delhi,3,44,1117,0
3911.47292843563,6,UPI,Android,Hyderabad,3,4,2808,0
1688.1533015726125,3,UPI,Desktop,Bangalore,3,21,2378,0
4468.1626507308765,2,Wallet,Desktop,Chennai,3,26,3492,0
154.87531050737272,18,UPI,Android,Chennai,3,44,3534,0
190.3174964139469,14,UPI,Desktop,Chennai,5,37,3414,0
8646.75684769068,3,Card,Android,Chennai,1,14,2290,0
2232.9251210387233,8,Card,iPhone,Mumbai,3,46,609,0
679.4452064871399,12,Wallet,Android,Delhi,6,10,1500,0
3693.267941395078,17,Wallet,Android,Mumbai,6,26,2660,0
7348.239702228676,20,Wallet,Desktop,Chennai,0,10,3071,0
1215.5900171495168,15,Wallet,Android,Chennai,9,37,1508,1
4876.098093282464,0,Card,iPhone,Hyderabad,8,18,2994,0
446.0551449494864,3,Wallet,iPhone,Chennai,6,27,1449,0
265.325479551547,17,Wallet,Desktop,Delhi,5,17,866,0
3789.544703127605,7,UPI,Desktop,Chennai,1,10,2021,0
3889.552213473711,19,Wallet,Android,Chennai,5,11,3299,0
5072.68724102308,15,NetBanking,Desktop,Mumbai,4,47,155,0
6474.802814583421,20,UPI,iPhone,Delhi,8,24,542,0
18617.785043499964,10,Card,Desktop,Bangalore,0,19,160,0
3631.4555961517813,19,NetBanking,Desktop,Hyderabad,4,44,3283,0
1950.098570529894,20,Wallet,iPhone,Bangalore,2,16,790,0
7928.269898663431,20,UPI,Android,Mumbai,8,23,1605,0
1579.2573271806864,20,Wallet,Android,Chennai,0,12,1685,0
2889.917156366507,18,UPI,Desktop,Hyderabad,5,19,2537,0
408.5258429183495,22,Wallet,iPhone,Delhi,2,25,1280,0
128.3880477073719,18,NetBanking,iPhone,Hyderabad,0,3,56,0
16436.89961634301,17,Card,iPhone,Mumbai,2,13,2900,0
9038.838210575313,18,NetBanking,Android,Chennai,1,21,1766,0
5953.213663996708,10,NetBanking,iPhone,Mumbai,9,22,1183,0
2629.2982223257095,2,Card,iPhone,Delhi,7,47,869,1
951.5326807105437,7,UPI,Android,Bangalore,2,29,1979,0
850.6037078642707,19,UPI,iPhone,Chennai,6,49,3014,1
1440.029945632918,18,Card,Android,Chennai,9,43,3167,1
3983.953241566573,9,Wallet,Desktop,Mumbai,5,25,3311,0
6269.246438883879,15,UPI,Desktop,Mumbai,6,23,683,0
5396.951748483993,4,NetBanking,Desktop,Mumbai,6,12,2264,0
1642.0613069449796,19,Card,Desktop,Chennai,9,49,1462,1
15490.517492781533,8,NetBanking,Desktop,Mumbai,0,23,146,0
6695.087024376132,7,UPI,Android,Hyderabad,3,5,1975,0
4041.1524096566563,10,Card,Android,Hyderabad,3,29,1532,0
4730.152360187175,15,Card,Android,Hyderabad,4,5,1821,0
2720.189327660257,6,UPI,iPhone,Chennai,9,39,2172,1
1423.3064613703175,14,UPI,Desktop,Mumbai,4,35,2867,0
2200.070646615562,23,Card,iPhone,Delhi,7,35,2380,1
7090.909238783566,20,Wallet,iPhone,Mumbai,3,17,3340,0
72.49039860402138,19,Card,iPhone,Chennai,0,30,605,0
616.9019611998802,22,Wallet,Desktop,Hyderabad,4,2,2237,0
235.47188476260263,16,NetBanking,iPhone,Chennai,0,15,1607,0
207.90725958646215,5,Wallet,Desktop,Mumbai,2,23,144,0
9671.015168078293,14,Wallet,Desktop,Chennai,7,42,3200,1
6081.203058503442,7,UPI,Desktop,Delhi,9,26,1548,0
3213.9229720644616,6,Card,iPhone,Chennai,4,11,2878,0
514.7845922390662,1,NetBanking,Desktop,Bangalore,6,24,2773,0
3382.589828986166,12,Card,Desktop,Chennai,0,9,1988,0
3207.2516604718558,22,Wallet,Android,Mumbai,5,14,1386,0
950.9735640011249,5,Wallet,iPhone,Bangalore,7,24,3644,0
2844.495656511619,4,Wallet,Android,Hyderabad,5,7,2897,0
2541.6830729160342,19,Card,Android,Mumbai,3,10,1820,0
4783.612164565672,0,Wallet,iPhone,Delhi,7,33,2880,1
5040.57268020456,17,Card,Android,Chennai,7,33,2655,1
231.81162010267366,14,NetBanking,Desktop,Chennai,5,46,2120,0
2346.920023275308,22,NetBanking,Android,Mumbai,7,27,622,0
4915.624973913643,9,Card,Android,Chennai,5,8,946,0
3497.1972630389487,2,NetBanking,Desktop,Chennai,3,14,1306,0
9706.747265877193,4,UPI,Android,Hyderabad,5,7,1448,0
5374.873820274989,23,Wallet,Desktop,Chennai,8,18,1902,0
889.2643438365367,12,Wallet,iPhone,Chennai,7,26,2487,0
365.9121812812042,7,Wallet,Android,Hyderabad,6,41,159,1
5141.970735544455,21,UPI,iPhone,Chennai,4,15,1918,0
134.34536333697216,20,Wallet,Android,Hyderabad,6,33,3323,1
4406.736889036453,1,Card,Desktop,Delhi,0,11,1351,0
14086.27727693576,8,Wallet,Android,Chennai,7,19,625,0
4283.912227887722,16,Card,iPhone,Mumbai,4,42,3589,0
2456.5034611195365,17,NetBanking,Desktop,Bangalore,6,18,2962,0
5154.13578922491,12,Card,Desktop,Delhi,6,22,338,0
3064.7798702554564,0,Card,iPhone,Chennai,7,36,2803,1
3944.071802881601,11,Card,iPhone,Mumbai,6,18,1655,0
14190.635731164995,19,Wallet,Android,Bangalore,5,18,1108,0
2439.6376367509356,19,UPI,Android,Hyderabad,5,22,1780,0
16245.459307533769,20,UPI,Desktop,Chennai,4,25,3185,0
11787.880918849596,4,Card,iPhone,Hyderabad,4,44,3031,0
1089.48130470225,7,Wallet,iPhone,Delhi,3,31,676,0
359.42077651578506,14,UPI,Android,Bangalore,6,9,369,0
531.1266774081511,2,NetBanking,Android,Bangalore,2,38,2675,0
91.94943923616852,5,NetBanking,Desktop,Hyderabad,4,19,3176,0
496.0250582787707,12,Wallet,iPhone,Hyderabad,2,25,1204,0
5744.374362885836,11,NetBanking,iPhone,Delhi,7,15,3361,0
369.2481347321351,18,NetBanking,iPhone,Mumbai,4,5,1472,0
1920.7859414743425,17,NetBanking,iPhone,Chennai,9,11,1256,0
9317.630200486385,23,UPI,Android,Mumbai,5,13,1349,0
117.73501590355754,0,NetBanking,Android,Bangalore,0,34,3424,0
8422.652530929792,6,Card,Android,Chennai,3,8,3017,0
1655.4173341981473,11,Card,Desktop,Delhi,8,25,670,0
628.7505991455382,9,NetBanking,iPhone,Mumbai,4,27,1632,0
5965.777042199567,11,Card,Android,Mumbai,0,11,1255,0
4956.995882166101,10,UPI,iPhone,Chennai,3,18,324,0
10497.079070434735,3,Wallet,Android,Delhi,5,10,2009,0
6641.467893822001,18,Card,Desktop,Delhi,6,33,2838,1
8134.979029969891,5,NetBanking,Android,Mumbai,6,36,827,1
1656.6693115336927,8,Wallet,Desktop,Mumbai,7,17,2312,0
976.6664802022349,19,Wallet,iPhone,Hyderabad,4,49,450,0
6943.781980027124,9,NetBanking,Android,Chennai,5,5,549,0
8221.045916217097,4,Card,Android,Delhi,1,23,1635,0
23285.024450701152,12,UPI,Android,Bangalore,9,3,1336,1
2660.396770763025,8,Card,iPhone,Chennai,1,39,3261,0
2326.2195598086637,1,Card,Desktop,Hyderabad,2,37,2113,0
7489.772516717935,17,UPI,Desktop,Chennai,3,10,1639,0
2083.6683546537656,20,Wallet,Android,Mumbai,5,27,2474,0
13350.689621996631,0,UPI,iPhone,Chennai,5,7,624,0
9774.195785831245,23,UPI,Desktop,Chennai,2,49,353,0
2801.7780472107984,20,NetBanking,Desktop,Chennai,0,29,2993,0
6948.923582477306,11,NetBanking,Desktop,Bangalore,2,49,2628,0
7023.164934275086,9,Card,Desktop,Hyderabad,3,39,1008,0
544.1875940335901,1,NetBanking,Desktop,Chennai,8,6,1161,0
11642.22840433816,8,UPI,Android,Chennai,9,9,136,0
3518.5374487837717,1,UPI,Android,Bangalore,7,8,3386,0
8756.66278761665,22,NetBanking,Android,Delhi,3,14,1011,0
1928.6771308225414,23,NetBanking,Desktop,Chennai,6,38,2774,1
11293.952572729631,21,NetBanking,Desktop,Chennai,8,9,3569,0
2464.9422703008563,13,UPI,Desktop,Delhi,1,11,1898,0
54.48403307587739,10,Wallet,Android,Chennai,2,11,2801,0
11789.536484812268,22,Wallet,Desktop,Chennai,0,40,310,0
478.62805274237627,10,NetBanking,Android,Chennai,7,35,1621,1
1923.2681669251945,16,Card,Desktop,Hyderabad,1,11,3632,0
14984.861915941428,3,Card,Android,Mumbai,6,36,1462,1
15039.747700519947,12,Wallet,iPhone,Hyderabad,6,3,3433,0
4259.986455276319,6,NetBanking,Desktop,Delhi,2,45,156,0
4996.150401952623,15,UPI,Desktop,Hyderabad,1,19,1637,0
